Date,Day_of_Week,Month,Year,Open,High,Low,Close,Prev_Close,Daily_Return_Pct,Volume_Shares_Mn,Turnover_Cr,50_Day_MA,200_Day_MA,RSI_14,India_VIX,Advance_Decline_Ratio,Top_Sector,Market_Sentiment,Is_Market_Holiday,Prev_Close_Recomputed,Daily_Return_Pct_Recomputed,Month_Num,Month_Name,Quarter,Day_of_Week_Clean,Daily_Range,Daily_Range_Pct,Rolling_Volatility_20D,Cumulative_Return_Pct,MA_Trend,VIX_Risk_Bucket
2013-04-01,Monday,April,2013,21296.74,21435.4,20767.99,20904.09,21403.65,-2.33,250.9,49773.4,19002.96,17459.67,81.91,24.57,0.42,IT,Bullish,No,21403.65,-2.333994435528526,4,April,2,Monday,667.4099999999999,3.133859924101059,1.2883577072404768,302.00173076923124,Uptrend,Elevated
2013-04-02,Tuesday,April,2013,20903.08,21403.87,20549.85,21048.19,20904.09,0.69,292.5,65279.9,19068.91,17493.44,81.7,19.78,0.9,Banking,Bullish,No,20904.09,0.689338784898068,4,April,2,Tuesday,854.0200000000004,4.085618004619416,1.1232495788504944,304.7728846153851,Uptrend,Normal
2013-04-03,Wednesday,April,2013,21028.17,21309.2,20684.91,20965.1,21048.19,-0.39,315.9,60263.0,19129.94,17527.27,77.82,19.87,1.37,IT,Bullish,No,21048.19,-0.39476078465654363,4,April,2,Wednesday,624.2900000000009,2.968827054375159,1.1450242598621745,303.1750000000005,Uptrend,Normal
2013-04-04,Thursday,April,2013,20956.22,21017.57,19990.98,20049.68,20965.1,-4.37,423.8,78957.4,19170.89,17555.2,55.66,24.23,0.58,Banking,Neutral,No,20965.1,-4.366399397093256,4,April,2,Thursday,1026.5900000000001,4.898736508778779,1.5754727302534817,285.57076923076977,Uptrend,Elevated
2013-04-05,Friday,April,2013,20000.19,20661.46,19758.07,20414.32,20049.68,1.82,334.0,62789.9,19212.6,17584.21,52.29,23.41,1.07,Metal,Neutral,No,20049.68,1.8186823929359441,4,April,2,Friday,903.3899999999994,4.516907089382649,1.5883657000082294,292.58307692307744,Uptrend,Elevated
2013-04-08,Monday,April,2013,20467.5,20762.28,19838.86,20128.76,20414.32,-1.4,202.3,37179.6,19242.98,17610.65,51.01,22.59,0.64,Realty,Neutral,No,20414.32,-1.3988220033780272,4,April,2,Monday,923.4199999999983,4.511640405520939,1.60344401052215,287.09153846153896,Uptrend,Elevated
2013-04-09,Tuesday,April,2013,20131.69,20256.89,19856.55,19980.81,20128.76,-0.74,197.3,40211.2,19268.41,17636.86,48.31,22.34,0.29,Auto,Neutral,No,20128.76,-0.7350179544094971,4,April,2,Tuesday,400.34000000000015,1.9886060236373606,1.5828278847421666,284.2463461538467,Uptrend,Elevated
2013-04-10,Wednesday,April,2013,19983.35,20331.91,19830.37,20177.45,19980.81,0.98,253.6,54941.7,19305.69,17665.47,48.28,22.06,1.24,Energy,Neutral,No,19980.81,0.9841442864428389,4,April,2,Wednesday,501.5400000000009,2.5097893996752343,1.5911670163338565,288.0278846153852,Uptrend,Elevated
2013-04-11,Thursday,April,2013,20168.54,20616.07,20051.4,20497.03,20177.45,1.58,216.7,44514.5,19343.12,17693.73,51.53,21.92,1.09,Pharma,Neutral,No,20177.45,1.583847314700312,4,April,2,Thursday,564.6699999999983,2.7997564523758203,1.6035692770990346,294.17365384615437,Uptrend,Elevated
2013-04-12,Friday,April,2013,20458.33,20910.58,20386.53,20837.45,20497.03,1.66,305.0,59875.5,19390.31,17723.46,53.55,22.31,1.99,Energy,Neutral,No,20497.03,1.6608259830814605,4,April,2,Friday,524.0500000000029,2.5615482788673507,1.610863594849568,300.7201923076929,Uptrend,Elevated
2013-04-15,Monday,April,2013,20726.05,21022.6,20161.51,20454.17,20837.45,-1.84,352.7,69888.1,19431.62,17749.22,43.49,22.46,0.28,Unknown,Neutral,No,20837.45,-1.8393805384056228,4,April,2,Monday,861.0900000000001,4.154626665476538,1.6770564370037904,293.34942307692364,Uptrend,Elevated
2013-04-16,Tuesday,April,2013,20470.84,20519.15,20379.19,20427.4,20454.17,-0.13,171.6,34074.5,19469.33,17775.78,39.51,23.01,1.26,FMCG,Bearish,No,20454.17,-0.130877957893167,4,April,2,Tuesday,139.96000000000276,0.6837042349019521,1.6032304625333043,292.834615384616,Uptrend,Elevated
2013-04-17,Wednesday,April,2013,20434.36,20865.84,20326.02,20755.8,20427.4,1.61,218.7,44953.9,19514.37,17804.91,42.22,24.57,1.59,Metal,Neutral,No,20427.4,1.6076446341678226,4,April,2,Wednesday,539.8199999999997,2.6417269735876223,1.6380579224924041,299.15000000000055,Uptrend,Elevated
2013-04-18,Thursday,April,2013,20789.07,20920.25,20326.02,20452.18,20755.8,-1.46,199.5,40153.7,19553.35,17833.91,39.04,21.62,1.02,FMCG,Bearish,No,20755.8,-1.462820031027467,4,April,2,Thursday,594.2299999999996,2.8583770221563523,1.6651271677953932,293.3111538461544,Uptrend,Elevated
2013-04-19,Friday,April,2013,20456.62,20821.66,20280.1,20643.53,20452.18,0.94,339.1,72398.4,19604.66,17862.0,46.77,21.06,0.95,IT,Neutral,No,20452.18,0.9355970854940575,4,April,2,Friday,541.5600000000013,2.647358165718488,1.6758932617258515,296.9909615384621,Uptrend,Elevated
2013-04-22,Monday,April,2013,20576.69,20703.48,20514.11,20640.71,20643.53,-0.01,116.2,23216.6,19656.88,17888.07,44.76,20.91,0.34,Auto,Neutral,No,20643.53,-0.01366045438933995,4,April,2,Monday,189.36999999999898,0.9203132282208606,1.6669042003595227,296.9367307692313,Uptrend,Elevated
2013-04-23,Tuesday,April,2013,20591.49,20867.82,20025.01,20297.4,20640.71,-1.66,322.3,67550.7,19695.72,17909.83,41.95,20.92,0.27,Realty,Neutral,No,20640.71,-1.6632664283350604,4,April,2,Tuesday,842.8100000000013,4.0930015263587105,1.6286633962871022,290.3346153846159,Uptrend,Elevated
2013-04-24,Wednesday,April,2013,20378.96,20598.84,20365.58,20585.33,20297.4,1.42,368.3,76525.0,19743.27,17932.66,57.6,20.16,1.36,FMCG,Neutral,No,20297.4,1.418556071220946,4,April,2,Wednesday,233.2599999999984,1.1446118938355951,1.6388789866185505,295.87173076923136,Uptrend,Elevated
2013-04-25,Thursday,April,2013,20605.03,20619.76,20440.14,20454.76,20585.33,-0.63,193.2,35950.1,19785.08,17954.81,50.61,20.78,0.31,Auto,Neutral,No,20585.33,-0.6342866497646787,4,April,2,Thursday,179.61999999999898,0.8717288933818538,1.6301943622290513,293.36076923076973,Uptrend,Elevated
2013-04-26,Friday,April,2013,20504.05,20688.36,20335.26,20519.44,20454.76,0.32,185.1,41169.4,19830.28,17975.91,56.37,20.37,1.24,FMCG,Unknown,No,20454.76,0.3162100166416047,4,April,2,Friday,353.1000000000022,1.7220988048702681,1.633239556758562,294.60461538461584,Uptrend,Elevated
2013-04-29,Monday,April,2013,20576.01,20727.05,20517.32,20668.1,20519.44,0.72,266.5,51532.8,19877.08,17998.92,61.2,20.4,1.35,Metal,Neutral,No,20519.44,0.7244837091070705,4,April,2,Monday,209.72999999999956,1.0192938281036974,1.5644449155116755,297.463461538462,Uptrend,Elevated
2013-04-30,Tuesday,April,2013,20607.1,20789.08,20160.01,20339.63,20668.1,-1.59,315.2,63489.0,19915.25,18021.4,52.53,24.57,0.87,Pharma,Neutral,No,20668.1,-1.589260744819299,4,April,2,Tuesday,629.0700000000033,3.0526857248230144,1.590897887203047,291.1467307692313,Uptrend,Elevated
2013-05-01,Wednesday,May,2013,20318.85,20421.25,19885.04,19985.76,20339.63,-1.74,278.6,60664.8,19938.91,18042.33,42.1,21.63,0.73,FMCG,Neutral,No,20339.63,-1.739805493020289,5,May,2,Wednesday,536.2099999999991,2.638978091771922,1.6293567466592624,284.34153846153896,Uptrend,Elevated
2013-05-02,Thursday,May,2013,20026.59,20251.48,19754.7,19979.06,19985.76,-0.03,203.9,38678.7,19963.94,18063.52,35.2,20.93,0.84,Auto,Bearish,No,19985.76,-0.03352386899470968,5,May,2,Thursday,496.77999999999884,2.4806020395883617,1.3058225201795015,284.21269230769286,Uptrend,Elevated
2013-05-03,Friday,May,2013,19930.18,20128.5,19844.71,20042.55,19979.06,0.32,267.3,43740.8,19987.86,18085.48,42.02,20.81,0.76,Banking,Neutral,No,19979.06,0.3177827185062659,5,May,2,Friday,283.7900000000009,1.4239209078894466,1.236514521888418,285.43365384615436,Uptrend,Elevated
2013-05-06,Monday,May,2013,20018.0,20293.81,18325.94,18581.97,20042.55,-7.29,588.8,109192.9,19985.9,18100.32,27.02,28.11,0.2,IT,Bearish,No,20042.55,-7.2873960648719756,5,May,2,Monday,1967.8700000000026,9.830502547707077,2.0192486779631147,257.3455769230775,Uptrend,Elevated
2013-05-07,Tuesday,May,2013,18553.02,18769.21,18357.89,18573.86,18581.97,-0.04,200.0,35096.7,19981.49,18116.63,20.47,27.15,0.93,Pharma,Bearish,No,18581.97,-0.043644457503701606,5,May,2,Tuesday,411.3199999999997,2.2169975561930064,2.01875115206658,257.18961538461593,Uptrend,Elevated
2013-05-08,Wednesday,May,2013,18532.73,19026.13,18440.67,18932.08,18573.86,1.93,431.2,82974.4,19985.65,18133.47,29.73,26.43,1.58,Auto,Bearish,No,18573.86,1.92862442163342,5,May,2,Wednesday,585.4600000000028,3.159059674424668,2.062048732175121,264.0784615384621,Uptrend,Elevated
2013-05-09,Thursday,May,2013,18924.69,19232.51,18726.04,19032.72,18932.08,0.53,307.2,62176.7,19993.51,18151.61,27.98,25.78,1.29,IT,Bearish,No,18932.08,0.531584485170142,5,May,2,Thursday,506.4699999999975,2.6762393465890195,2.024611716725581,266.0138461538467,Uptrend,Elevated
2013-05-10,Friday,May,2013,19004.98,19168.12,18757.3,18919.71,19032.72,-0.59,315.4,59806.7,19990.84,18168.13,27.16,26.18,0.31,IT,Bearish,No,19032.72,-0.5937669445040017,5,May,2,Friday,410.8199999999997,2.161643948059928,1.968764035145346,263.84057692307744,Uptrend,Elevated
2013-05-13,Monday,May,2013,18897.09,19339.47,18686.54,19126.36,18919.71,1.09,253.6,49911.4,19997.95,18184.92,33.88,25.64,1.41,Energy,Bearish,No,18919.71,1.0922471856069753,5,May,2,Monday,652.9300000000003,3.4551880739309615,1.96999432449724,267.8146153846159,Uptrend,Elevated
2013-05-14,Tuesday,May,2013,19141.76,19340.79,18795.09,18992.57,19126.36,-0.7,152.1,29847.7,20010.39,18200.68,27.1,25.33,0.92,Auto,Bearish,No,19126.36,-0.6995058129199747,5,May,2,Tuesday,545.7000000000007,2.850835032933235,1.9712851637703175,265.24173076923125,Uptrend,Elevated
2013-05-15,Wednesday,May,2013,19141.76,19229.21,18805.14,18984.3,18992.57,-0.04,370.7,74886.3,20018.81,18218.48,28.09,25.09,0.79,IT,Bearish,No,18992.57,-0.04354334352855057,5,May,2,Wednesday,424.0699999999997,2.2154180179878953,1.919114653481186,265.08269230769275,Uptrend,Elevated
2013-05-16,Thursday,May,2013,19027.84,19184.98,18868.22,19025.34,18984.3,0.22,193.8,38256.9,20030.92,18236.05,27.58,25.63,1.24,IT,Bearish,No,18984.3,0.21617863181682168,5,May,2,Thursday,316.7599999999984,1.664718643839755,1.908109041276833,265.8719230769235,Uptrend,Elevated
2013-05-17,Friday,May,2013,19035.41,19672.9,18814.26,19446.97,19025.34,2.22,267.3,73907.5,20053.28,18254.93,33.06,25.2,1.67,FMCG,Bearish,No,19025.34,2.2161496194023393,5,May,2,Friday,858.640000000003,4.510751278800945,1.9736316830223737,273.9801923076928,Uptrend,Elevated
2013-05-20,Monday,May,2013,19542.61,19883.87,19294.76,19634.85,19446.97,0.97,314.9,61288.6,20071.83,18273.12,39.83,25.35,1.68,Energy,Bearish,No,19446.97,0.9661145155260555,5,May,2,Monday,589.1100000000006,3.0144898762243146,1.9926326169187574,277.59326923076964,Uptrend,Elevated
2013-05-21,Tuesday,May,2013,19673.67,19900.71,19505.53,19732.07,19634.85,0.5,209.8,37674.2,20087.54,18293.17,46.05,23.64,1.6,Realty,Neutral,No,19634.85,0.495140018894981,5,May,2,Tuesday,395.1800000000003,2.0086745381009257,1.9692339469389561,279.46288461538506,Uptrend,Elevated
2013-05-22,Wednesday,May,2013,19779.69,20032.2,19573.49,19825.53,19732.07,0.47,297.7,57769.7,20101.52,18312.43,47.67,24.32,1.16,Banking,Neutral,No,19732.07,0.47364518775779285,5,May,2,Wednesday,458.7099999999991,2.3190960020101388,1.9414650562355975,281.2601923076927,Uptrend,Elevated
2013-05-23,Thursday,May,2013,19815.83,20048.65,19479.74,19711.33,19825.53,-0.58,249.5,52522.8,20108.44,18332.07,45.05,23.91,1.06,Unknown,Neutral,No,19825.53,-0.576024953683443,5,May,2,Thursday,568.9099999999999,2.8709874882858797,1.9407742750464425,279.0640384615389,Uptrend,Elevated
2013-05-24,Friday,May,2013,19688.47,20351.18,19404.41,20061.74,19711.33,1.78,291.5,54188.3,20116.61,18354.79,83.11,24.57,1.19,Auto,Neutral,No,19711.33,1.7777085564495132,5,May,2,Friday,946.7700000000004,4.80875354966638,1.9868698362389292,285.80269230769284,Uptrend,Elevated
2013-05-27,Monday,May,2013,20084.37,20360.1,19536.85,19808.79,20061.74,-1.26,249.0,51651.4,20120.83,18377.41,74.9,23.35,0.44,Auto,Neutral,No,20061.74,-1.2608577321807615,5,May,2,Monday,823.25,4.0989585433847315,1.9934440400122238,280.9382692307697,Uptrend,Elevated
2013-05-28,Tuesday,May,2013,19862.64,20285.47,19621.92,20042.57,19808.79,1.18,218.5,44105.4,20120.58,18401.25,73.58,23.89,1.5,Realty,Neutral,No,19808.79,1.1801831409187478,5,May,2,Tuesday,663.5500000000029,3.3406938856063593,1.9875002507366033,285.43403846153893,Uptrend,Elevated
2013-05-29,Wednesday,May,2013,20053.06,20265.69,19925.85,20137.94,20042.57,0.48,131.9,28690.4,20121.2,18423.77,73.52,24.4,1.03,IT,Neutral,No,20042.57,0.47583718056117047,5,May,2,Wednesday,339.84000000000015,1.6947039504195378,1.9499921973230856,287.2680769230774,Uptrend,Elevated
2013-05-30,Thursday,May,2013,20099.69,20617.58,20044.45,20561.07,20137.94,2.1,491.7,105773.4,20126.3,18448.25,80.86,24.26,1.62,Banking,Neutral,No,20137.94,2.101158311128154,5,May,2,Thursday,573.130000000001,2.851437012212631,2.002511262106728,295.4051923076928,Uptrend,Elevated
2013-05-31,Friday,May,2013,20481.89,20897.04,20272.21,20685.28,20561.07,0.6,337.5,72054.1,20132.5,18472.66,80.24,23.33,0.91,Metal,Neutral,No,20561.07,0.6041028020428855,5,May,2,Friday,624.8300000000017,3.0506462050133156,2.004695445458552,297.79384615384663,Uptrend,Elevated
2013-06-03,Monday,June,2013,20587.14,21037.44,20377.01,20824.88,20685.28,0.67,259.7,58266.9,20138.16,18496.81,85.47,22.25,1.74,Banking,Neutral,No,20685.28,0.6748760471214419,6,June,2,Monday,660.4300000000003,3.207973521334194,0.9653731379011045,300.47846153846206,Uptrend,Elevated
2013-06-04,Tuesday,June,2013,20827.54,20961.09,20677.85,20811.3,20824.88,-0.07,267.3,71335.5,20134.63,18521.49,85.29,21.65,0.69,Energy,Neutral,No,20824.88,-0.06521045979617528,6,June,2,Tuesday,283.2400000000016,1.3599301693815091,0.9661132323677853,300.2173076923082,Uptrend,Elevated
2013-06-05,Wednesday,June,2013,20862.24,20917.8,20652.33,20707.47,20811.3,-0.5,330.8,66923.7,20123.98,18544.4,81.72,21.21,1.06,Auto,Neutral,No,20811.3,-0.498911648959931,6,June,2,Wednesday,265.4699999999975,1.2724903941283272,0.9391810657891961,298.2205769230775,Uptrend,Elevated
2013-06-06,Thursday,June,2013,20564.4,20865.12,19876.41,20171.38,20707.47,-2.59,388.7,85115.3,20099.69,18564.53,63.1,24.93,0.2,Banking,Neutral,No,20707.47,-2.5888725179850565,6,June,2,Thursday,988.7099999999991,4.807871856217536,1.1589770382702993,287.9111538461544,Uptrend,Elevated
2013-06-07,Friday,June,2013,20134.62,20409.11,19939.27,20213.0,20171.38,0.21,209.6,38593.3,20075.88,18585.81,61.04,24.31,1.26,IT,Neutral,No,20171.38,0.20633194159248888,6,June,2,Friday,469.84000000000015,2.3334932568878886,1.1402571934506935,288.71153846153896,Uptrend,Elevated
2013-06-10,Monday,June,2013,20166.27,20582.03,20102.4,20517.05,20213.0,1.5,358.5,77416.2,20068.13,18605.91,63.89,25.28,1.31,Banking,Bearish,No,20213.0,1.5042299510216162,6,June,2,Monday,479.6299999999974,2.3783773598191305,1.1581929182813198,294.55865384615436,Uptrend,Elevated
2013-06-11,Tuesday,June,2013,20166.27,20694.28,20384.09,20537.96,20517.05,0.1,279.6,55546.7,20057.93,18626.16,62.94,26.36,0.93,Pharma,Bearish,No,20517.05,0.10191523635220393,6,June,2,Tuesday,310.1899999999987,1.538162486171209,1.133277844545688,294.9607692307698,Uptrend,Elevated
2013-06-12,Wednesday,June,2013,20496.88,20550.69,20399.98,20453.68,20537.96,-0.41,288.1,58778.5,20047.7,18647.06,63.63,26.02,0.98,Banking,Bearish,No,20537.96,-0.4103620807519288,6,June,2,Wednesday,150.70999999999913,0.7352826381380928,1.1437201819169867,293.3400000000006,Uptrend,Elevated
2013-06-13,Thursday,June,2013,20378.18,20709.65,20159.58,20489.85,20453.68,0.18,208.6,45611.9,20056.51,18668.11,58.88,26.01,1.24,Pharma,Bearish,No,20453.68,0.17683859334847446,6,June,2,Thursday,550.0699999999997,2.699308770459382,1.1440499330650349,294.0355769230775,Uptrend,Elevated
2013-06-14,Friday,June,2013,20452.42,20992.28,20137.45,20673.9,20489.85,0.9,287.2,61002.8,20061.7,18690.82,68.48,24.55,1.56,Banking,Neutral,No,20489.85,0.8982496211539027,6,June,2,Friday,854.8299999999981,4.17960319610099,1.0680130476634333,297.5750000000006,Uptrend,Elevated
2013-06-17,Monday,June,2013,20626.41,21228.32,20476.75,21075.4,20673.9,1.94,331.7,69312.8,20080.63,18714.13,70.59,22.79,1.66,Energy,Neutral,No,20673.9,1.9420622137090726,6,June,2,Monday,751.5699999999997,3.64372665917142,1.1204881521692398,305.2961538461544,Uptrend,Elevated
2013-06-18,Tuesday,June,2013,21076.22,21237.03,20728.02,20887.39,21075.4,-0.89,242.2,47189.0,20098.76,18736.86,64.41,22.35,1.03,Metal,Neutral,No,21075.4,-0.8920827125463907,6,June,2,Tuesday,509.0099999999984,2.4150915107168096,1.1541522148778576,301.68057692307747,Uptrend,Elevated
2013-06-19,Wednesday,June,2013,20873.93,21131.91,20730.01,20987.21,20887.39,0.48,266.0,60730.5,20114.96,18758.31,59.35,21.67,1.23,Auto,Neutral,No,20887.39,0.4778959937072067,6,June,2,Wednesday,401.90000000000146,1.925368150607008,1.1541879638938446,303.60019230769285,Uptrend,Elevated
2013-06-20,Thursday,June,2013,21015.07,21131.91,20772.14,20920.73,20987.21,-0.32,311.1,62903.8,20123.43,18779.55,55.3,21.43,0.85,Realty,Neutral,No,20987.21,-0.3167643531465095,6,June,2,Thursday,359.77000000000044,1.711961939693755,1.1453543835754199,302.3217307692313,Uptrend,Elevated
2013-06-21,Friday,June,2013,20920.34,21242.85,20772.14,21139.35,20920.73,1.04,363.2,70653.7,20129.47,18801.86,56.84,20.48,1.6,IT,Neutral,No,20920.73,1.0449922158547957,6,June,2,Friday,470.7099999999991,2.25001123308703,1.1068189534986614,306.52596153846207,Uptrend,Elevated
2013-06-24,Monday,June,2013,21203.72,21490.57,20808.19,21093.55,21139.35,-0.22,260.8,55717.7,20142.26,18824.55,56.05,20.18,0.96,IT,Neutral,No,21139.35,-0.21665756042640516,6,June,2,Monday,682.380000000001,3.2182088803285507,1.0542980510424105,305.64519230769287,Uptrend,Elevated
2013-06-25,Tuesday,June,2013,21065.2,21250.15,20846.96,21031.62,21093.55,-0.29,224.8,46392.9,20154.34,18846.43,57.08,19.8,0.97,Banking,Neutral,No,21093.55,-0.29359685780724576,6,June,2,Tuesday,403.1900000000023,1.9140098361278426,1.0424490446301677,304.45423076923134,Uptrend,Normal
2013-06-26,Wednesday,June,2013,21070.75,21278.38,20896.84,21104.2,21031.62,0.35,288.5,61987.8,20161.31,18868.52,75.55,19.68,0.82,FMCG,Bullish,No,21031.62,0.3450994264826093,6,June,2,Wednesday,381.5400000000009,1.8107566175859944,1.0413432623556782,305.85000000000065,Uptrend,Normal
2013-06-27,Thursday,June,2013,21124.32,21480.98,20974.43,21104.2,21104.2,1.07,220.5,44525.3,20178.86,18893.1,77.78,19.28,1.16,Banking,Bullish,No,21104.2,0.0,6,June,2,Thursday,506.5499999999993,2.3979470108386884,0.9452228272092853,305.85000000000065,Uptrend,Normal
2013-06-28,Friday,June,2013,21124.32,21506.75,21248.75,21444.38,21329.63,0.54,224.1,46891.3,20194.87,18917.73,75.47,19.5,1.3,Metal,Bullish,No,21104.2,1.611906634698308,6,June,2,Friday,258.0,1.2213410893226386,0.9970081824120626,312.3919230769237,Uptrend,Normal
2013-07-01,Monday,July,2013,21488.64,21741.21,21132.46,21383.79,21444.38,-0.28,310.7,72718.1,20209.74,18941.65,72.74,19.28,0.64,Energy,Bullish,No,21444.38,-0.2825448905494127,7,July,3,Monday,608.75,2.8328921700023826,0.995237439272071,311.22673076923144,Uptrend,Normal
2013-07-02,Tuesday,July,2013,21332.33,21798.28,21040.25,21503.85,21383.79,0.56,360.2,84219.4,20233.87,18965.94,77.7,17.71,1.2,Auto,Bullish,No,21383.79,0.5614533251589062,7,July,3,Tuesday,758.0299999999988,3.5534327473838943,0.9983883501561374,313.53557692307754,Uptrend,Normal
2013-07-03,Wednesday,July,2013,21583.83,21595.79,21337.27,21349.1,21503.85,-0.72,324.6,74349.4,20249.14,18988.62,71.33,17.08,0.2,Pharma,Bullish,No,21503.85,-0.7196385763479564,7,July,3,Wednesday,258.52000000000044,1.1977484996870362,1.0073349038367996,310.559615384616,Uptrend,Normal
2013-07-04,Thursday,July,2013,21299.38,21530.22,21016.24,21246.51,21349.1,-0.48,239.2,53658.7,20264.98,19010.22,64.81,16.35,1.41,Banking,Bullish,No,21349.1,-0.48053547924736945,7,July,3,Thursday,513.9799999999996,2.4131218842989774,0.7921298908798731,308.5867307692314,Uptrend,Normal
2013-07-05,Friday,July,2013,21161.06,21403.35,20862.43,21104.07,21246.51,-0.67,122.4,24057.1,20276.67,19031.72,50.86,17.03,0.98,Banking,Neutral,No,21246.51,-0.670415988319958,7,July,3,Friday,540.9199999999983,2.556204651373789,0.8192242625100943,305.8475000000006,Uptrend,Normal
2013-07-08,Monday,July,2013,21014.25,21362.87,20738.19,21085.87,21104.07,-0.09,271.4,56848.6,20285.02,19051.21,56.6,16.27,0.84,Auto,Neutral,No,21104.07,-0.08623928938825888,7,July,3,Monday,624.6800000000003,2.9726495116409115,0.7631872238798952,305.4975000000006,Uptrend,Normal
2013-07-09,Tuesday,July,2013,21091.63,21443.49,20821.2,21172.03,21085.87,0.41,271.8,60168.5,20301.67,19070.72,56.2,16.99,1.59,FMCG,Neutral,No,21085.87,0.4086148686300345,7,July,3,Tuesday,622.2900000000009,2.950412082897343,0.7654685073912362,307.1544230769237,Uptrend,Normal
2013-07-10,Wednesday,July,2013,21136.2,21751.69,20744.27,21355.69,21172.03,0.87,296.1,60221.3,20329.07,19090.09,63.53,16.32,1.02,Auto,Bullish,No,21172.03,0.8674652359740652,7,July,3,Wednesday,1007.4199999999983,4.76632507262421,0.7691228561705212,310.68634615384684,Uptrend,Normal
2013-07-11,Thursday,July,2013,21367.3,21738.1,21162.15,21531.38,21355.69,0.82,174.8,34122.1,20360.12,19109.97,62.53,16.16,1.11,Banking,Bullish,No,21355.69,0.8226847271148924,7,July,3,Thursday,575.9499999999971,2.6954739251098503,0.7807386151165087,314.0650000000007,Uptrend,Normal
2013-07-12,Friday,July,2013,21460.15,21717.04,21133.39,21389.44,21531.38,-0.66,233.3,49084.2,20387.05,19129.23,58.91,15.21,0.93,Pharma,Neutral,No,21531.38,-0.6592238862534696,7,July,3,Friday,583.6500000000015,2.7196920804374685,0.7904061469133085,311.3353846153853,Uptrend,Normal
2013-07-15,Monday,July,2013,21420.69,21599.72,21248.26,21427.24,21389.44,0.18,340.7,71909.6,20443.96,19149.21,62.09,15.23,1.34,Energy,Bullish,No,21389.44,0.1767227192483904,7,July,3,Monday,351.46000000000276,1.640750134566173,0.6722114809927952,312.0623076923085,Uptrend,Normal
2013-07-16,Tuesday,July,2013,21439.07,21655.96,21336.41,21552.75,21427.24,0.59,187.7,36935.8,20503.54,19170.32,63.27,15.32,1.02,Auto,Bullish,No,21427.24,0.5857497279164203,7,July,3,Tuesday,319.5499999999993,1.4905030861879702,0.6395921893941204,314.4759615384624,Uptrend,Normal
2013-07-17,Wednesday,July,2013,21523.17,21780.51,21290.01,21547.09,21552.75,-0.03,256.0,53181.6,20555.84,19189.54,57.4,15.84,1.13,IT,Neutral,No,21552.75,-0.026261149969260787,7,July,3,Wednesday,490.5,2.278939394150583,0.6362824043147638,314.36711538461617,Uptrend,Normal
2013-07-18,Thursday,July,2013,21587.48,22070.75,21328.97,21809.58,21547.09,1.22,240.8,56900.6,20611.37,19211.45,61.29,15.88,1.51,Banking,Bullish,No,21547.09,1.21821554557948,7,July,3,Thursday,741.7799999999988,3.436158365867618,0.67073725601942,319.4150000000009,Uptrend,Normal
2013-07-19,Friday,July,2013,21847.21,22062.09,21642.56,21857.35,21809.58,0.22,261.4,54281.7,20670.13,19229.74,64.76,16.63,1.07,IT,Bullish,No,21809.58,0.21903218677295386,7,July,3,Friday,419.52999999999884,1.9202909662149028,0.6414327479080172,320.33365384615456,Uptrend,Normal
2013-07-22,Monday,July,2013,21863.39,21956.85,21833.68,21927.05,21857.35,0.32,224.0,49796.0,20726.14,19249.8,63.61,16.73,0.94,Auto,Bullish,No,21857.35,0.3188858667679327,7,July,3,Monday,123.16999999999825,0.563361857424664,0.6356339177190673,321.6740384615393,Uptrend,Normal
2013-07-23,Tuesday,July,2013,21985.42,22033.88,21727.48,21775.48,21927.05,-0.69,327.2,71076.7,20781.8,19267.9,63.74,16.34,1.02,IT,Bullish,No,21927.05,-0.6912466565269825,7,July,3,Tuesday,306.40000000000146,1.3936508831762209,0.6575900951261466,318.7592307692316,Uptrend,Normal
2013-07-24,Wednesday,July,2013,21848.02,22469.97,21606.18,22223.97,21775.48,2.06,323.4,77077.7,20846.59,19286.76,75.76,17.13,1.08,Energy,Bullish,No,21775.48,2.0596101670319165,7,July,3,Wednesday,863.7900000000009,3.953630580711666,0.7809755196366981,327.38403846153926,Uptrend,Normal
2013-07-25,Thursday,July,2013,22171.4,22419.42,22026.46,22273.81,22223.97,0.22,290.9,66784.4,20911.56,19304.85,82.41,16.22,1.12,Banking,Bullish,No,22223.97,0.22426236176524783,7,July,3,Thursday,392.9599999999991,1.772373418006978,0.778626564685004,328.3425000000008,Uptrend,Normal
2013-07-26,Friday,July,2013,22349.48,22719.61,22138.85,22507.49,22273.81,1.05,398.6,83586.1,20972.77,19328.73,85.19,15.98,1.14,FMCG,Bullish,No,22273.81,1.049124509906479,7,July,3,Friday,580.760000000002,2.598539205386443,0.7367319282888662,332.836346153847,Uptrend,Normal
2013-07-29,Monday,July,2013,22446.78,23025.21,22223.87,22798.8,22507.49,1.29,343.1,72635.5,21036.05,19354.5,86.55,15.91,1.39,FMCG,Bullish,No,22507.49,1.2942802595935738,7,July,3,Monday,801.3400000000001,3.569955245251213,0.7612920783031192,338.4384615384623,Uptrend,Normal
2013-07-30,Tuesday,July,2013,22851.57,23266.76,22679.22,23092.59,22798.8,1.29,318.2,74325.5,21103.26,19382.31,87.19,16.6,1.22,Banking,Bullish,No,22798.8,1.2886204537080936,7,July,3,Tuesday,587.5399999999972,2.57111436982228,0.7900685949501404,344.08826923077004,Uptrend,Normal
