Date,Day_of_Week,Month,Year,Open,High,Low,Close,Prev_Close,Daily_Return_Pct,Volume_Shares_Mn,Turnover_Cr,50_Day_MA,200_Day_MA,RSI_14,India_VIX,Advance_Decline_Ratio,Top_Sector,Market_Sentiment,Is_Market_Holiday,Prev_Close_Recomputed,Daily_Return_Pct_Recomputed
2011-08-23,Tuesday,August,2011,8884.03,8951.88,8696.66,8763.59,8895.91,-1.49,267.3,12526.3,9707.9,8399.17,41.68,34.93,0.71,Banking,Bearish,No,8895.91,-1.4874251200832709
2011-08-24,Wednesday,August,2011,8786.63,8838.87,8769.14,8821.31,8763.59,0.66,317.5,29100.5,9702.04,8412.91,36.52,34.23,0.78,Banking,Bearish,No,8763.59,0.6586341898696693
2011-08-25,Thursday,August,2011,8831.52,8955.93,8744.37,8868.41,8821.31,0.53,252.2,23201.3,9692.93,8427.47,36.74,34.08,1.0,Pharma,Bearish,No,8821.31,0.5339343022748364
2011-08-26,Friday,August,2011,8815.35,8849.39,8702.7,8736.43,8868.41,-1.49,299.6,25055.1,9678.77,8441.02,40.33,33.94,0.95,Realty,Bearish,No,8868.41,-1.4882036351499262
2011-08-29,Monday,August,2011,8706.86,8844.82,8686.93,8824.62,8736.43,1.01,316.7,30107.8,9664.71,8454.87,41.36,33.76,1.55,Realty,Bearish,No,8736.43,1.009451228934479
2011-08-30,Tuesday,August,2011,8840.02,8995.39,8743.75,8898.49,8824.62,0.84,312.6,25282.2,9652.72,8468.66,35.32,33.26,1.02,Realty,Bearish,No,8824.62,0.8370898690255101
2011-08-31,Wednesday,August,2011,8905.14,9119.07,8799.59,9012.25,8898.49,1.28,261.4,22496.0,9647.46,8482.2,38.3,32.25,1.47,IT,Bearish,No,8898.49,1.2784191475182893
2011-09-01,Thursday,September,2011,9030.26,9099.45,8957.63,9026.79,9012.25,0.16,221.0,18673.0,9638.13,8495.88,40.53,32.55,1.02,IT,Bearish,No,9012.25,0.16133595938861964
2011-09-02,Friday,September,2011,9047.93,9338.61,9001.5,9290.93,9026.79,2.93,456.1,44165.0,9638.09,8510.61,48.53,32.37,2.25,Banking,Bearish,No,9026.79,2.926178630498764
2011-09-05,Monday,September,2011,9297.67,9398.76,9011.95,9111.02,9290.93,-1.94,283.6,26951.7,9628.56,8524.34,45.48,33.25,0.47,IT,Bearish,No,9290.93,-1.936404644099136
2011-09-06,Tuesday,September,2011,9122.51,9261.08,9077.59,9215.7,9111.02,1.15,370.2,34353.5,9615.5,8539.3,52.03,24.57,1.43,IT,Bearish,No,9111.02,1.1489383186514823
2011-09-07,Wednesday,September,2011,9199.95,9267.75,9071.6,9138.95,9215.7,-0.83,241.0,19845.6,9594.74,8553.75,62.36,32.46,0.71,Auto,Bearish,No,9215.7,-0.8328179085690723
2011-09-08,Thursday,September,2011,9142.08,9264.52,8862.29,8982.6,9138.95,-1.71,192.5,18584.1,9567.17,8568.21,62.64,32.0,0.2,IT,Bearish,No,9138.95,-1.7108092286313017
2011-09-09,Friday,September,2011,8991.05,9076.47,8807.23,8891.71,8982.6,-1.01,276.5,26825.8,9538.57,8581.67,49.86,30.95,1.08,IT,Bearish,No,8982.6,-1.011845122792969
2011-09-12,Monday,September,2011,8937.22,9189.54,8867.37,9118.28,8891.71,2.55,322.8,27681.4,9508.07,8595.68,60.9,30.86,1.98,Auto,Bearish,No,8891.71,2.5481037955579025
2011-09-13,Tuesday,September,2011,9095.72,9227.99,9032.99,9164.79,9118.28,0.51,164.5,39537.4,9476.39,8610.19,60.63,31.01,1.07,IT,Bearish,No,9118.28,0.5100742683927255
2011-09-14,Wednesday,September,2011,9184.69,9259.78,8839.79,8912.65,9164.79,-2.75,356.6,34791.0,9440.78,8624.44,51.22,33.12,0.2,IT,Bearish,No,9164.79,-2.7511814236878447
2011-09-15,Thursday,September,2011,8909.56,9220.32,8828.8,9137.5,8912.65,2.52,313.9,27690.0,9406.62,8640.58,60.48,32.55,1.81,Auto,Bearish,No,8912.65,2.522818690288527
2011-09-16,Friday,September,2011,9157.91,9189.94,8828.8,9137.5,9137.5,-0.46,355.8,30322.0,9375.61,8656.0,57.24,32.45,0.6,Banking,Bearish,No,9137.5,0.0
2011-09-19,Monday,September,2011,9091.8,9303.55,8975.12,9185.67,9095.08,1.0,327.4,32946.2,9345.27,8671.51,57.62,32.65,1.16,Energy,Bearish,No,9137.5,0.5271682626538996
2011-09-20,Tuesday,September,2011,9218.12,9274.97,9155.38,9212.2,9185.67,0.29,176.7,14844.7,9318.6,8686.23,55.56,33.54,1.39,Realty,Bearish,No,9185.67,0.28881943287752176
2011-09-21,Wednesday,September,2011,9218.12,9257.69,9019.63,9084.88,9212.2,-1.38,245.7,21321.4,9291.74,8700.94,51.52,34.45,0.2,FMCG,Bearish,No,9212.2,-1.3820802848396856
2011-09-22,Thursday,September,2011,9088.76,9286.26,8986.47,9182.91,9084.88,1.08,333.4,32097.8,9270.43,8716.13,46.9,34.53,1.92,Auto,Bearish,No,9084.88,1.0790456230572187
2011-09-23,Friday,September,2011,9195.01,9263.37,9058.82,9126.67,9182.91,-0.61,323.6,30227.1,9247.57,8730.75,50.48,34.63,0.8,IT,Bearish,No,9182.91,-0.6124420254581585
2011-09-26,Monday,September,2011,9108.02,9255.02,9003.06,9149.58,9126.67,0.25,212.5,20160.3,9228.6,8745.3,47.85,33.92,0.85,Realty,Bearish,No,9126.67,0.2510225525848952
2011-09-27,Tuesday,September,2011,9157.94,9288.58,9086.4,9216.58,9149.58,0.73,227.5,21840.4,9207.65,8760.53,52.54,34.4,1.14,Banking,Bearish,No,9149.58,0.7322740497378022
2011-09-28,Wednesday,September,2011,9244.42,9322.05,9024.96,9101.39,9216.58,-1.25,275.7,26026.7,9191.74,8775.18,53.99,35.07,0.71,Energy,Bearish,No,9216.58,-1.2498128372997415
2011-09-29,Thursday,September,2011,9099.56,9322.05,8857.09,8936.28,9101.39,-1.81,329.8,28542.0,9168.72,8789.22,51.43,34.62,0.25,Pharma,Bearish,No,9101.39,-1.8141185027781337
2011-09-30,Friday,September,2011,8956.4,9041.45,8801.0,8885.37,8936.28,-0.57,292.2,24984.2,9147.34,8803.33,41.6,34.2,1.01,Energy,Bearish,No,8936.28,-0.5697001436839474
2011-10-03,Monday,October,2011,8867.4,9200.83,8776.62,9107.59,8885.37,2.5,388.6,34885.8,9133.93,8818.15,48.17,34.5,1.51,Realty,Bearish,No,8885.37,2.5009650695468992
2011-10-04,Tuesday,October,2011,9077.63,9188.45,8891.74,9001.63,9107.59,-1.16,215.5,20592.2,9119.72,8832.7,53.14,34.01,0.37,FMCG,Bearish,No,9107.59,-1.1634252310435684
2011-10-05,Wednesday,October,2011,9020.41,9128.39,8787.1,8893.56,9001.63,-1.2,259.2,25072.7,9106.38,8846.71,40.61,32.72,0.67,IT,Bearish,No,9001.63,-1.2005603429601053
2011-10-06,Thursday,October,2011,8878.64,8972.62,8835.78,8929.52,8893.56,0.4,114.9,10168.2,9094.11,8859.97,43.59,32.27,0.95,Energy,Bearish,No,8893.56,0.40433752063291806
2011-10-07,Friday,October,2011,8884.6,9461.19,8835.78,8878.725,8929.52,4.51,434.4,37180.7,9088.63,8875.73,54.57,31.64,3.09,Metal,Bearish,No,8929.52,-0.5688435660595426
2011-10-10,Monday,October,2011,9310.97,9322.12,8861.45,8872.08,9332.25,-4.93,396.1,38222.9,9082.0,8888.84,41.65,36.84,0.2,Pharma,Bearish,No,8878.725,-0.07484182695150977
2011-10-11,Tuesday,October,2011,8907.95,8956.72,8736.65,8784.75,8872.08,-0.98,225.8,18171.4,9071.6,8900.77,42.49,36.89,0.83,Metal,Bearish,No,8872.08,-0.9843238564124751
2011-10-12,Wednesday,October,2011,8812.69,8878.33,8669.38,8734.44,8784.75,-0.57,315.0,25637.7,9062.97,8912.22,38.5,36.16,0.84,Pharma,Bearish,No,8784.75,-0.5726970033296279
2011-10-13,Thursday,October,2011,8705.08,8734.11,8624.9,8653.76,8734.44,-0.92,290.0,26941.3,9047.65,8922.67,38.02,36.27,0.59,Realty,Bearish,No,8734.44,-0.9236997449178228
2011-10-14,Friday,October,2011,8615.81,8749.57,8537.24,8653.76,8653.76,0.19,250.6,21952.0,9031.88,8932.7,37.83,35.61,0.99,Auto,Unknown,No,8653.76,0.0
2011-10-17,Monday,October,2011,8659.86,8759.38,8564.95,8664.42,8670.5,-0.07,223.6,18802.8,9022.58,8941.62,35.53,34.86,0.73,IT,Bearish,No,8653.76,0.12318344858188641
2011-10-18,Tuesday,October,2011,8691.46,8736.22,8458.21,8501.99,8664.42,-1.87,399.8,36920.4,9008.99,8950.04,34.67,34.83,0.44,Pharma,Bearish,No,8664.42,-1.8746782819854104
2011-10-19,Wednesday,October,2011,8691.46,8736.22,8413.27,8626.22,8501.99,1.46,254.3,23956.9,8992.54,8958.0,41.9,33.75,1.11,Banking,Bearish,No,8501.99,1.4611873220269558
2011-10-20,Thursday,October,2011,8621.37,8791.67,8523.54,8693.03,8626.22,0.77,268.2,22525.6,8976.97,8965.92,45.02,33.17,1.69,FMCG,Bearish,No,8626.22,0.7744991433095992
2011-10-21,Friday,October,2011,8677.01,8787.23,8674.77,8784.96,8693.03,1.06,278.9,26306.6,8964.97,8974.44,41.04,33.48,1.37,Energy,Bearish,No,8693.03,1.0575138933145112
2011-10-24,Monday,October,2011,8777.8,9224.9,8701.46,9145.36,8784.96,4.1,267.3,37518.2,8960.81,8984.21,53.5,33.01,2.78,Unknown,Bearish,No,8784.96,4.102466032856171
2011-10-25,Tuesday,October,2011,9168.61,9255.65,8976.18,9062.21,9145.36,-0.91,394.2,34112.1,8955.74,8993.4,54.16,33.57,0.96,FMCG,Bearish,No,9145.36,-0.9092042303419599
2011-10-26,Wednesday,October,2011,9064.53,9154.21,9025.27,9114.73,9062.21,0.58,175.6,17418.5,8955.49,9001.8,54.53,33.25,1.17,IT,Bearish,No,9062.21,0.5795495800693257
2011-10-27,Thursday,October,2011,9109.21,9235.27,9079.88,9205.63,9114.73,1.0,158.5,13315.9,8965.83,9009.72,46.35,32.26,1.47,IT,Bearish,No,9114.73,0.9972868093733949
2011-10-28,Friday,October,2011,9223.6,9277.48,9175.19,9229.04,9205.63,0.25,239.2,21272.0,8979.92,9018.17,63.76,32.13,0.96,Pharma,Bearish,No,9205.63,0.2543009006445151
2011-10-31,Monday,October,2011,9231.02,9297.96,9131.22,9197.92,9229.04,-0.34,200.7,18077.2,8985.96,9026.12,66.65,31.35,0.86,FMCG,Bearish,No,9229.04,-0.33719650147795216
2011-11-01,Tuesday,November,2011,9224.14,9346.2,9178.04,9299.73,9197.92,1.11,135.5,13081.6,8996.69,9034.38,71.87,31.84,1.14,Energy,Bearish,No,9197.92,1.106880686068149
2011-11-02,Wednesday,November,2011,9280.76,9346.2,9185.89,9463.44,9299.73,1.76,329.0,28260.6,9009.53,9044.26,79.44,31.32,2.09,Banking,Bearish,No,9299.73,1.7603736882683791
2011-11-03,Thursday,November,2011,9471.16,9563.07,9251.63,9342.29,9463.44,-1.28,299.3,30141.2,9019.01,9053.72,72.7,31.17,0.63,FMCG,Unknown,No,9463.44,-1.2801898675323098
2011-11-04,Friday,November,2011,9367.17,9456.19,9099.69,9187.0,9342.29,-1.66,371.9,35253.6,9028.02,9063.35,66.04,29.58,0.7,Unknown,Bearish,No,9342.29,-1.662226284990092
2011-11-07,Monday,November,2011,9229.81,9350.1,9105.97,9226.21,9187.0,0.43,207.9,18318.2,9036.05,9072.82,74.05,29.14,1.01,IT,Bearish,No,9187.0,0.4267987373462406
2011-11-08,Tuesday,November,2011,9229.81,9539.46,9098.63,9439.57,9226.21,2.31,221.5,21570.8,9046.87,9083.09,75.5,30.73,2.24,Energy,Bearish,No,9226.21,2.3125422031365055
2011-11-09,Wednesday,November,2011,9434.65,9550.03,9348.48,9463.59,9439.57,0.25,176.4,16817.1,9055.9,9093.24,74.83,30.57,0.87,Banking,Bearish,No,9439.57,0.2544607434448861
2011-11-10,Thursday,November,2011,9426.23,9580.65,9396.99,9551.03,9463.59,0.92,150.5,13903.6,9066.38,9103.35,74.75,31.08,1.27,Banking,Bearish,No,9463.59,0.9239622595653499
2011-11-11,Friday,November,2011,9523.24,9864.2,9396.99,9741.17,9551.03,1.99,407.4,35943.9,9075.39,9115.03,71.63,30.94,1.52,FMCG,Bearish,No,9551.03,1.990780051994386
2011-11-14,Monday,November,2011,9741.71,9876.99,9614.42,9749.6,9741.17,0.09,284.7,39537.4,9088.16,9126.16,76.39,30.89,1.11,Energy,Bearish,No,9741.17,0.08653991255670819
2011-11-15,Tuesday,November,2011,9690.31,9792.97,9625.54,9727.95,9749.6,-0.22,308.1,27467.3,9098.41,9134.94,74.11,30.5,0.72,Auto,Bearish,No,9749.6,-0.2220603922212156
2011-11-16,Wednesday,November,2011,9740.19,9786.58,9542.36,9588.03,9727.95,-1.44,333.0,33908.8,9107.39,9142.26,64.48,29.95,0.7,Energy,Bearish,No,9727.95,-1.4383297611521448
2011-11-17,Thursday,November,2011,9604.06,9709.88,9477.9,9583.49,9588.03,-0.05,138.3,12163.2,9119.4,9149.99,63.61,28.83,1.06,Banking,Bearish,No,9588.03,-0.04735070707956559
2011-11-18,Friday,November,2011,9581.29,9616.65,9574.4,9609.74,9583.49,0.27,209.4,19836.0,9133.77,9157.26,65.88,28.56,1.04,Auto,Bearish,No,9583.49,0.2739085656686656
2011-11-21,Monday,November,2011,9585.51,9677.47,9398.83,9489.87,9609.74,-1.25,330.7,30972.2,9141.2,9162.59,57.23,28.3,0.26,FMCG,Bearish,No,9609.74,-1.247380262109058
2011-11-22,Tuesday,November,2011,9482.93,9615.57,9278.93,9410.56,9489.87,-0.84,160.2,15245.2,9146.11,9166.75,47.85,27.65,0.7,Metal,Bearish,No,9489.87,-0.8357332608349883
2011-11-23,Wednesday,November,2011,9470.32,9531.64,9273.41,9333.85,9410.56,-0.82,287.5,24363.4,9154.54,9169.22,49.64,26.9,0.7,Pharma,Unknown,No,9410.56,-0.815148088955377
2011-11-24,Thursday,November,2011,9319.28,9402.86,9076.35,9158.49,9333.85,-1.88,362.4,31224.4,9154.96,9170.85,48.82,27.13,0.64,FMCG,Bearish,No,9333.85,-1.8787531404511597
2011-11-25,Friday,November,2011,9136.84,9267.15,9060.05,9189.92,9158.49,0.34,372.9,32209.6,9156.85,9171.56,48.49,27.1,1.03,Auto,Unknown,No,9158.49,0.34317884280050853
2011-11-28,Monday,November,2011,9126.18,9415.73,9015.08,9302.49,9189.92,1.22,337.8,32045.8,9159.19,9171.91,43.76,27.39,1.11,FMCG,Bearish,No,9189.92,1.2249290527012173
2011-11-29,Tuesday,November,2011,9331.62,9410.23,9121.1,9198.59,9302.49,-1.12,305.0,26729.4,9158.92,9171.21,38.75,28.19,0.2,FMCG,Bearish,No,9302.49,-1.1169052586995485
2011-11-30,Wednesday,November,2011,9164.37,9332.73,9103.62,9271.27,9198.59,0.79,260.9,22467.4,9162.64,9171.0,37.97,28.41,1.61,Auto,Bearish,No,9198.59,0.7901210946460304
2011-12-01,Thursday,December,2011,9273.72,9291.55,9100.76,9118.3,9271.27,-1.65,336.5,27727.4,9161.35,9171.43,22.33,27.15,0.4,Banking,Bearish,No,9271.27,-1.6499357693174848
2011-12-02,Friday,December,2011,9175.93,9252.8,8932.9,9008.36,9118.3,-1.21,317.7,30568.8,9158.99,9171.85,19.8,26.97,0.7,IT,Bearish,No,9118.3,-1.20570720419375
2011-12-05,Monday,December,2011,9018.34,9087.97,8936.25,9005.78,9008.36,-0.03,97.1,9569.3,9156.11,9172.76,20.11,26.2,0.84,IT,Bearish,No,9008.36,-0.028640063230154292
2011-12-06,Tuesday,December,2011,9015.46,9016.71,8729.67,8730.88,9005.78,-3.05,390.2,35452.8,9146.4,9171.44,18.09,24.57,0.2,Energy,Bearish,No,9005.78,-3.052484071340866
2011-12-07,Wednesday,December,2011,8722.35,8947.46,8687.69,8912.05,8730.88,2.08,163.0,14273.0,9142.61,9171.03,27.91,29.99,1.66,Realty,Bearish,No,8730.88,2.07504856326052
2011-12-08,Thursday,December,2011,8920.44,9188.39,8769.43,9137.14,8912.05,2.53,207.9,17560.0,9146.63,9170.85,36.25,29.21,1.59,FMCG,Bearish,No,8912.05,2.5256815210866206
2011-12-09,Friday,December,2011,9139.21,9190.48,8772.38,8821.87,9137.14,-3.45,401.2,35217.1,9145.36,9168.61,32.55,33.31,0.2,Banking,Bearish,No,9137.14,-3.4504232177683463
2011-12-12,Monday,December,2011,8836.17,8922.59,8766.48,8852.77,8821.87,0.35,266.2,23364.9,9140.26,9167.1,35.05,32.96,1.33,Banking,Bearish,No,8821.87,0.3502658733352411
2011-12-13,Tuesday,December,2011,8788.59,8855.04,8663.41,8729.41,8852.77,-1.39,211.1,18132.5,9134.82,9165.77,34.19,31.96,0.75,IT,Bearish,No,8852.77,-1.3934621593015584
2011-12-14,Wednesday,December,2011,8739.35,8937.42,8671.63,8868.7,8729.41,1.6,364.2,31513.7,9134.32,9164.4,52.29,32.11,1.38,IT,Bearish,No,8729.41,1.5956404842939083
2011-12-15,Thursday,December,2011,8880.23,9107.6,8728.93,8955.02,8868.7,0.97,359.4,32163.4,9134.83,9164.7,43.92,32.44,1.25,Banking,Bearish,No,8868.7,0.9733106317724097
2011-12-16,Friday,December,2011,9023.45,9079.7,8934.11,8990.16,8955.02,0.39,287.9,23673.2,9127.99,9165.09,41.57,33.15,0.55,Energy,Bearish,No,8955.02,0.39240560043416334
2011-12-19,Monday,December,2011,8990.04,9030.7,8934.11,8756.28,8990.16,-2.6,351.9,27968.0,9125.67,9164.99,38.85,35.52,0.2,FMCG,Bearish,No,8990.16,-2.601510985343967
2011-12-20,Tuesday,December,2011,8762.1,8887.12,8934.11,8727.83,8756.28,-0.32,254.7,20291.2,9124.53,9164.63,35.99,34.6,0.74,Banking,Bearish,No,8756.28,-0.3249096648348468
2011-12-21,Wednesday,December,2011,8738.21,8859.28,8437.19,8555.74,8727.83,-1.97,327.3,26322.8,9120.96,9163.09,35.64,35.5,0.36,Banking,Bearish,No,8727.83,-1.9717386796030645
2011-12-22,Thursday,December,2011,8566.64,8859.28,8420.91,8451.94,8555.74,-1.21,294.2,23761.9,9116.92,9162.07,35.75,35.31,0.22,FMCG,Bearish,No,8555.74,-1.213220598101383
2011-12-23,Friday,December,2011,8420.66,8528.9,8128.53,8234.37,8451.94,-2.57,290.7,22354.9,9108.2,9159.4,32.2,37.76,0.35,Banking,Bearish,No,8451.94,-2.5742018992089353
2011-12-26,Monday,December,2011,8254.59,8303.3,8249.53,8298.21,8234.37,0.78,236.1,18620.0,9100.88,9157.26,38.94,37.13,1.52,Auto,Bearish,No,8234.37,0.7752869982767148
2011-12-27,Tuesday,December,2011,8275.37,8436.59,8072.69,8233.08,8298.21,-0.78,263.1,20300.2,9095.5,9155.36,52.29,37.39,0.49,IT,Bearish,No,8298.21,-0.7848680619073175
2011-12-28,Wednesday,December,2011,8243.12,8367.85,8057.35,8181.14,8233.08,-0.63,272.0,20698.3,9086.6,9152.66,21.33,36.14,0.52,Metal,Bearish,No,8233.08,-0.6308696138018773
2011-12-29,Thursday,December,2011,8160.05,8242.69,7984.12,8065.81,8181.14,-1.41,326.9,25275.4,9074.05,9148.05,24.23,35.65,0.65,FMCG,Bearish,No,8181.14,-1.409705737831157
2011-12-30,Friday,December,2011,8060.43,8461.93,7968.26,8366.27,8065.81,3.73,339.7,27837.7,9065.68,9145.0,52.29,35.75,2.74,Auto,Bearish,No,8065.81,3.725106343938179
2012-01-02,Monday,January,2012,8354.46,8436.12,8253.35,8334.82,8366.27,-0.38,228.5,19975.5,9049.47,9142.36,38.0,34.7,0.75,Energy,Bearish,No,8366.27,-0.375914236571384
2012-01-03,Tuesday,January,2012,8328.59,8373.26,8190.31,8234.48,8334.82,-1.2,264.8,23791.5,9032.91,9138.7,30.25,35.26,0.88,IT,Bearish,No,8334.82,-1.2038652304428907
2012-01-04,Wednesday,January,2012,8232.43,8480.8,8127.2,8373.76,8234.48,1.69,420.7,38180.3,9018.09,9136.31,32.48,34.36,1.56,FMCG,Bearish,No,8234.48,1.691424352235972
2012-01-05,Thursday,January,2012,8383.11,8586.23,8127.2,8472.49,8373.76,1.18,293.3,24730.2,9003.43,9134.22,34.97,34.55,1.41,Banking,Bearish,No,8373.76,1.179040239987766
2012-01-06,Friday,January,2012,8470.05,8642.43,8426.93,8598.65,8472.49,1.49,333.8,28480.4,8990.82,9131.13,45.12,32.93,1.44,FMCG,Bearish,No,8472.49,1.4890545754553839
2012-01-09,Monday,January,2012,8621.21,8689.08,8426.93,8577.48,8598.65,-0.25,292.1,23179.2,8978.41,9126.47,45.32,32.68,1.2,IT,Bearish,No,8598.65,-0.2462014385979203
2012-01-10,Tuesday,January,2012,8563.75,8753.99,8426.93,8727.22,8577.48,1.75,357.0,34095.7,8966.96,9123.08,55.41,31.22,2.18,Unknown,Bearish,No,8577.48,1.7457341783367584
2012-01-11,Wednesday,January,2012,8738.47,8806.71,8544.73,8611.98,8727.22,-1.32,164.8,14930.8,8949.93,9119.19,52.29,31.12,0.82,Banking,Bearish,No,8727.22,-1.3204663111506274
2012-01-12,Thursday,January,2012,8590.47,8691.21,8544.73,8631.4,8611.98,0.23,220.6,20364.5,8935.72,9116.45,64.2,31.1,0.72,IT,Bearish,No,8611.98,0.22549982698520055
2012-01-13,Friday,January,2012,8677.56,8830.91,8564.67,8717.5,8631.4,1.0,310.1,25595.7,8926.33,9113.07,64.76,30.58,1.26,Metal,Bearish,No,8631.4,0.9975206803067911
2012-01-16,Monday,January,2012,8728.85,8854.57,8537.45,8662.21,8717.5,-0.63,259.7,22050.7,8915.05,9109.2,65.21,30.53,0.21,Realty,Bearish,No,8717.5,-0.6342414683108789
2012-01-17,Tuesday,January,2012,8728.85,9009.16,8537.45,8975.54,8662.21,3.62,294.5,24332.3,8905.77,9106.32,73.76,29.99,2.82,IT,Bearish,No,8662.21,3.6172062325896253
2012-01-18,Wednesday,January,2012,9022.24,9122.18,8744.37,8842.31,8975.54,-1.48,232.7,22390.1,8893.34,9103.54,72.97,30.3,0.61,IT,Bearish,No,8975.54,-1.4843675143779802
2012-01-19,Thursday,January,2012,8856.06,8989.2,8754.05,8886.84,8842.31,0.5,191.8,16314.9,8880.06,9102.41,68.15,29.51,0.93,Banking,Bearish,No,8842.31,0.5036014344667927
2012-01-20,Friday,January,2012,8868.35,8877.29,8691.76,8700.53,8886.84,-2.1,346.8,30752.8,8859.24,9101.41,61.51,32.31,0.38,Banking,Bearish,No,8886.84,-2.0964707365047586
2012-01-23,Monday,January,2012,8697.1,8865.07,8691.76,8761.16,8700.53,0.7,268.7,21903.8,8839.47,9100.63,67.0,32.36,1.8,IT,Bearish,No,8700.53,0.696854099692768
2012-01-24,Tuesday,January,2012,8731.25,8894.71,8713.02,8876.18,8761.16,1.31,376.2,35414.4,8822.44,9099.94,66.47,31.98,1.19,Unknown,Bearish,No,8761.16,1.312839852257012
2012-01-25,Wednesday,January,2012,8845.87,8986.88,8793.19,8933.68,8876.18,0.65,252.9,21176.0,8809.35,9099.12,65.54,31.31,1.05,IT,Bearish,No,8876.18,0.6478011937567738
2012-01-26,Thursday,January,2012,8966.07,9005.48,8849.57,8888.64,8933.68,-0.5,257.5,24304.5,8795.46,9097.92,60.34,32.48,0.48,Banking,Bearish,No,8933.68,-0.504159540077559
2012-01-27,Friday,January,2012,8864.68,9122.18,8849.47,8909.46,8888.64,0.23,151.5,13232.6,8781.45,9096.84,61.84,31.96,1.25,Pharma,Bearish,No,8888.64,0.23423155848363428
2012-01-30,Monday,January,2012,8873.71,9237.07,8763.54,9123.8,8909.46,2.41,267.3,30400.7,8774.13,9096.38,63.52,31.82,1.76,FMCG,Bearish,No,8909.46,2.40575747576172
2012-01-31,Tuesday,January,2012,9141.2,9192.8,9102.52,9154.07,9123.8,0.33,372.9,32563.3,8769.0,9096.53,69.61,31.56,0.46,FMCG,Bearish,No,9123.8,0.3317696573796054
2012-02-01,Wednesday,February,2012,9199.65,9406.02,9140.64,9346.07,9154.07,2.1,343.2,34531.3,8769.24,9097.57,72.99,31.09,1.8,IT,Bearish,No,9154.07,2.0974277015578866
2012-02-02,Thursday,February,2012,9378.52,9642.16,9303.75,9565.89,9346.07,2.35,301.3,30320.0,8777.39,9100.46,75.13,30.46,2.07,Auto,Bearish,No,9346.07,2.352004639383182
2012-02-03,Friday,February,2012,9631.64,9737.32,9346.91,9450.6,9565.89,-1.21,305.9,28066.8,8782.6,9103.76,72.55,29.71,0.44,Metal,Bearish,No,9565.89,-1.2052197965897482
2012-02-06,Monday,February,2012,9519.26,9558.53,9247.71,9286.02,9450.6,-1.74,371.1,35048.8,8782.28,9106.38,59.71,29.16,0.41,Auto,Bearish,No,9450.6,-1.741476731636086
2012-02-07,Tuesday,February,2012,9260.94,9353.09,8986.18,9076.49,9286.02,-2.26,365.3,30696.1,8779.83,9108.26,56.99,30.64,0.2,Auto,Bearish,No,9286.02,-2.2564026353593967
2012-02-08,Wednesday,February,2012,9068.01,9418.07,9003.84,9076.49,9076.49,3.03,417.1,36358.0,8781.45,9111.8,62.2,31.45,2.22,IT,Bearish,No,9076.49,0.0
2012-02-09,Thursday,February,2012,9307.84,9413.85,9270.91,9376.65,9351.9,0.26,290.8,27451.0,8786.61,9114.68,69.37,31.46,0.59,Banking,Bearish,No,9076.49,3.307005241012769
2012-02-10,Friday,February,2012,9307.84,9456.83,8988.58,9098.51,9376.65,-2.97,382.3,35761.7,8788.42,9117.42,58.59,34.59,0.2,FMCG,Bearish,No,9376.65,-2.9663045970575785
2012-02-13,Monday,February,2012,9127.78,9276.69,8974.76,9123.6,9098.51,0.28,267.3,23394.0,8790.77,9120.52,56.61,33.84,1.0,Metal,Bearish,No,9098.51,0.2757594375342792
2012-02-14,Tuesday,February,2012,9131.18,9365.39,9050.68,9283.55,9123.6,1.75,270.3,25391.6,8801.83,9124.85,58.86,34.55,1.81,Pharma,Bearish,No,9123.6,1.7531456881055605
2012-02-15,Wednesday,February,2012,9324.11,9375.99,9002.91,9053.28,9283.55,-2.48,310.6,29482.1,8804.65,9128.62,53.81,37.43,0.2,FMCG,Bearish,No,9283.55,-2.480408895304045
2012-02-16,Thursday,February,2012,9029.77,9075.44,8901.33,8946.57,9053.28,-1.18,274.8,26563.8,8800.84,9131.86,50.83,37.38,0.21,Auto,Bearish,No,9053.28,-1.17868882880018
2012-02-17,Friday,February,2012,8931.84,9089.0,8831.57,8988.1,8946.57,0.46,163.6,14374.0,8804.16,9133.54,46.73,36.68,0.98,Auto,Bearish,No,8946.57,0.46420024657495174
2012-02-20,Monday,February,2012,9004.11,9076.63,8922.09,8994.53,8988.1,0.07,245.7,39537.4,8807.0,9135.37,46.11,36.49,1.4,Metal,Bearish,No,8988.1,0.07153903494620989
2012-02-21,Tuesday,February,2012,9023.04,9056.88,8813.88,8847.06,8994.53,-1.64,255.6,24390.6,8809.35,9138.23,37.56,36.83,0.2,IT,Bearish,No,8994.53,-1.6395520388502918
2012-02-22,Wednesday,February,2012,8803.67,8886.16,8792.87,8875.27,8847.06,0.32,246.6,21730.1,8809.48,9141.69,30.96,36.18,1.41,Metal,Bearish,No,8847.06,0.31886298951291103
2012-02-23,Thursday,February,2012,8868.87,9069.17,8784.4,8983.6,8875.27,1.22,311.3,27659.2,8810.05,9146.0,37.07,34.76,1.69,Pharma,Bearish,No,8875.27,1.220582585093185
2012-02-24,Friday,February,2012,8994.36,9081.93,8967.93,9055.32,8983.6,0.8,180.6,17225.6,8811.36,9150.1,43.27,34.3,1.63,Banking,Bearish,No,8983.6,0.7983436484260134
